drug,sideEffect
DB01247,Peripheral_neuropathy
DB01247,Photosensitivity_of_skin
DB01247,Telangiectasis
DB01247,Tongue_discolouration
DB01247,Urinary_retention
DB01248,Abdominal_pain
DB01248,Acute_coronary_syndrome
DB01248,Acute_leukemia
DB01248,Acute_pulmonary_edema
DB01248,Agranulocytosis
DB01248,Alanine_aminotransferase_increased
DB01248,Alkaline_phosphatase_raised
DB01248,Alopecia
DB01248,Amenorrhea
DB01248,Anaphylaxis
DB01248,Anemia
DB01248,Anorexia
DB01248,Arthralgia
DB01248,Aspartate_aminotransferase_increased
DB01248,Asthenia
DB01248,Atrial_fibrillation
DB01248,Back_pain
DB01248,Blood_alkaline_phosphatase_increased
DB01248,Blood_and_lymphatic_system_disorders
DB01248,Body_fluid_retention
DB01248,Bullous_dermatitis
DB01248,Bullous_eruption
DB01248,Cancer_pain
DB01248,Candidiasis
DB01248,Cardiac_arrhythmia
DB01248,Chest_pain
DB01248,Chills
DB01248,Colitis
DB01248,Colitis%2C_ischemic
DB01248,Communicable_diseases
DB01248,Confusion
DB01248,Congestive_heart_failure
DB01248,Conjunctivitis
DB01248,Connective_tissue_diseases
DB01248,Constipation
DB01248,Coughing
DB01248,Dacryostenosis_acquired
DB01248,Decrease_in_appetite
DB01248,Deep_vein_thrombosis
DB01248,Deglutition_disorders
DB01248,Dehydration
DB01248,Dermatitis
DB01248,Diarrhea
DB01248,Disorder_of_eye
DB01248,Disseminated_intravascular_coagulation
DB01248,Dizziness
DB01248,Dry_skin
DB01248,Duodenal_ulcer
DB01248,Dysgeusia
DB01248,Dyspepsia
DB01248,Dyspnea
DB01248,Edema
DB01248,Edema_of_lower_extremity
DB01248,Enterocolitis
DB01248,Enterocolitis%2C_neutropenic
DB01248,Epistaxis
DB01248,Erythema
DB01248,Erythema_multiforme
DB01248,Esophagitis
DB01248,Exanthema
DB01248,Excessive_tearing
DB01248,Extravasation
DB01248,Fatigue
DB01248,Febrile_neutropenia
DB01248,Feeling_abnormal
DB01248,Fetor_hepaticus
DB01248,Fever
DB01248,Flushing
DB01248,Gastrointestinal_diseases
DB01248,Gastrointestinal_hemorrhage
DB01248,Gastrointestinal_pain
DB01248,Gastrointestinal_perforation
DB01248,Headache
DB01248,Heart_failure
DB01248,Heartburn
DB01248,Hemoglobin_low
DB01248,Hemoglobin_measurement
DB01248,Hemorrhage
DB01248,Hepatitis
DB01248,Hot_flushes
DB01248,Hyperbilirubinemia
DB01248,Hyperpigmentation
DB01248,Hypersensitivity
DB01248,Hypertensive_disease
DB01248,Hyponatremia
DB01248,Hypotension
DB01248,Ileus
DB01248,Increased_bilirubin_level_%28finding%29
DB01248,Inflammation
DB01248,Inflammatory_disease_of_mucous_membrane
DB01248,Injection_site_reaction
DB01248,Intestinal_obstruction
DB01248,Irregular_menstruation
DB01248,Kidney_failure
DB01248,Lacrimal_apparatus_diseases
DB01248,Lacrimal_duct_obstruction
DB01248,Lacrimal_structural_disorder
DB01248,Lacrimation
DB01248,Lethargy
DB01248,Leukemia%2C_myelocytic%2C_acute
DB01248,Leukopenia
DB01248,Liver_damage
DB01248,Liver_diseases
DB01248,Localized_pain
DB01248,Lung_diseases%2C_interstitial
DB01248,Lupus_erythematosus
DB01248,Lupus_erythematosus%2C_cutaneous
DB01248,Lupus_erythematosus%2C_systemic
DB01248,Lymphatic_diseases
DB01248,Lymphedema
DB01248,Lymphopenia
DB01248,Macular_edema%2C_cystoid
DB01248,Malnutrition
DB01248,Mediastinal_diseases
DB01248,Menopausal_symptom
DB01248,Mental_disorders
DB01248,Multiple_organ_failure
DB01248,Muscle_cramp
DB01248,Musculoskeletal_discomfort
DB01248,Myalgia
DB01248,Myelodysplastic_syndrome
DB01248,Myocardial_infarction
DB01248,Myocardial_ischemia
DB01248,Nail_changes
DB01248,Nail_discoloration
DB01248,Nail_diseases
DB01248,Nausea
DB01248,Neoplasms
DB01248,Nervous_system_disorder
DB01248,Neuropathy
DB01248,Neutropenia
DB01248,Neutropenic_colitis
DB01248,Neutropenic_infection
DB01248,Onycholysis
DB01248,Oral_candidiasis
DB01248,Oropharyngeal_discomfort
DB01248,Oropharyngeal_pain
DB01248,Pain
DB01248,Pain_in_limb
DB01248,Palmar-plantar_erythrodysesthesia_syndrome
DB01248,Palpitations
DB01248,Paresthesia
DB01248,Peeling_of_skin
DB01248,Peripheral_edema
DB01248,Peripheral_neuropathy
DB01248,Pharyngitis
DB01248,Phlebitis
DB01248,Photopsia
DB01248,Pneumonia
DB01248,Pneumonia%2C_interstitial
DB01248,Pulmonary_edema
DB01248,Pulmonary_embolism
DB01248,Pulmonary_fibrosis
DB01248,Radiation_pneumonitis
DB01248,Rash_erythematous
DB01248,Recall_phenomenon
DB01248,Redness
DB01248,Renal_insufficiency
DB01248,Respiratory_distress_syndrome%2C_adult
DB01248,Respiratory_failure
DB01248,Rhinitis
DB01248,Rigor_-_temperature-associated_observation
DB01248,Scleroderma
DB01248,Scotoma
DB01248,Seizures
DB01248,Sense_of_smell_altered
DB01248,Sepsis
DB01248,Shock
DB01248,Sickle_cell_dactylitis
DB01248,Sinus_tachycardia
DB01248,Skin_toxicity
DB01248,Sleeplessness
DB01248,Sore_throat
DB01248,Spasm
DB01248,Stevens-johnson_syndrome
DB01248,Stomatitis
DB01248,Swallowing_painful
DB01248,Swelling
DB01248,Syncope
DB01248,Tachycardia
DB01248,Thrombocytopenia
DB01248,Thrombophlebitis
DB01248,Toxic_epidermal_necrolysis
DB01248,Unconscious_state
DB01248,Upper_abdominal_pain
DB01248,Visual_disturbance
DB01248,Visual_impairment
DB01248,Vomiting
DB01248,Weight_decreased
DB01248,Weight_gain
DB01248,Xerostomia
DB01248,Mucositis
DB01248,Neurotoxicity
DB01249,Chest_pain
DB01249,Confusion
DB01249,Dermatitis
DB01249,Disorder_of_eye
DB01249,Dysgeusia
DB01249,Exanthema
DB01249,Feeling_abnormal
DB01249,Headache
DB01249,Nausea
DB01249,Pruritus
DB01249,Rash_erythematous
DB01249,Scotoma
DB01249,Sense_of_smell_altered
DB01249,Sensory_disorders
DB01249,Urethral_diseases
DB01249,Urologic_diseases
DB01249,Vertigo
DB01250,Abdomen_distended
DB01250,Abdominal_bloating
DB01250,Abdominal_pain
DB01250,Angioedema
DB01250,Anorexia
DB01250,Aplastic_anemia
DB01250,Arthralgia
DB01250,Asthenia
DB01250,Blood_and_lymphatic_system_disorders
DB01250,Blood_in_stool
DB01250,Connective_tissue_diseases
DB01250,Decrease_in_appetite
DB01250,Dermatitis
DB01250,Dermatologic_disorders
DB01250,Diarrhea
DB01250,Dizziness
DB01250,Drowsiness
DB01250,Dyspepsia
DB01250,Dyspnea
DB01250,Elevated_liver_enzymes
DB01250,Exanthema
DB01250,Fatigue
DB01250,Fever
DB01250,Flatulence
DB01250,Gastrointestinal_pain
DB01250,Headache
DB01250,Heartburn
DB01250,Hematochezia
DB01250,Hepatic_necrosis
DB01250,Hepatitis
DB01250,Hepatobiliary_disease
DB01250,Hepatotoxicity
DB01250,Icterus
DB01250,Increased_bilirubin_level_%28finding%29
DB01250,Increased_liver_function_tests
DB01250,Injury_of_liver
DB01250,Jaundice%2C_obstructive
DB01250,Lethargy
DB01250,Lightheadedness
DB01250,Liver_damage
DB01250,Liver_failure
DB01250,Liver_function_tests_abnormal_finding
DB01250,Loose_stool
DB01250,Lung_diseases%2C_interstitial
DB01250,Mediastinal_diseases
DB01250,Mental_depression
DB01250,Muscle_cramp
DB01250,Musculoskeletal_discomfort
DB01250,Myalgia
DB01250,Nausea
DB01250,Nephritis%2C_interstitial
DB01250,Nephritis%2C_tubulointerstitial
DB01250,Nervous_system_disorder
DB01250,Pancytopenia
DB01250,Paresthesia
DB01250,Peripheral_neuropathy
DB01250,Pruritus
DB01250,Rectal_hemorrhage
DB01250,Skin_and_subcutaneous_tissue_disorders
DB01250,Sleeplessness
DB01250,Somnolence
DB01250,Spasm
DB01250,Stomatitis
DB01250,Upper_respiratory_infections
DB01250,Urethral_diseases
DB01250,Urologic_diseases
DB01250,Vertigo
DB01250,Vomiting
DB01253,Diarrhoea
DB01253,Nausea
DB01253,Vomiting
DB01254,Abdomen_distended
DB01254,Abdominal_pain
DB01254,Alanine_aminotransferase_increased
DB01254,Amnesia
DB01254,Anasarca
DB01254,Anemia
DB01254,Anorexia
DB01254,Arthralgia
DB01254,Ascites
DB01254,Aspartate_aminotransferase_increased
DB01254,Asthenia
DB01254,Asthma
DB01254,Atrial_fibrillation
DB01254,Atrial_flutter
DB01254,Blood_creatine_phosphokinase_increased
DB01254,Blood_creatinine_increased
DB01254,Body_fluid_retention
DB01254,Breast_diseases
DB01254,Bronchospasm
DB01254,Cardiac_arrhythmia
DB01254,Cardiac_disease
DB01254,Cardiovascular_diseases
DB01254,Chest_pain
DB01254,Chills
DB01254,Cholecystitis
DB01254,Cholestasis
DB01254,Colitis
DB01254,Communicable_diseases
DB01254,Congestive_heart_failure
DB01254,Constipation
DB01254,Coughing
DB01254,Creatinine_increased
DB01254,Decrease_in_appetite
DB01254,Deep_vein_thrombosis
DB01254,Dermatitis
DB01254,Diarrhea
DB01254,Dizziness
DB01254,Dyspnea
DB01254,Edema
DB01254,Embolism
DB01254,Exanthema
DB01254,Fatigue
DB01254,Febrile_neutropenia
DB01254,Feeling_abnormal
DB01254,Fever
DB01254,Flushing
DB01254,Gastrointestinal_diseases
DB01254,Gastrointestinal_hemorrhage
DB01254,Gastrointestinal_pain
DB01254,Gynecomastia
DB01254,Headache
DB01254,Heart_failure
DB01254,Hemoglobin_measurement
DB01254,Hemorrhage
DB01254,Hepatitis
DB01254,Hypertensive_disease
DB01254,Hypocalcemia
DB01254,Hypokalemia
DB01254,Hypophosphatemia
DB01254,Hypotension
DB01254,Ill-defined_disease
DB01254,Increased_bilirubin_level_%28finding%29
DB01254,Inflammation
DB01254,Irregular_menstruation
DB01254,Livedo_reticularis
DB01254,Localized_edema
DB01254,Lung_diseases%2C_interstitial
DB01254,Malaise
DB01254,Malignant_neoplasms
DB01254,Mediastinal_diseases
DB01254,Mental_disorders
DB01254,Muscle_weakness
DB01254,Musculoskeletal_discomfort
DB01254,Musculoskeletal_pain
DB01254,Musculoskeletal_stiffness
DB01254,Myalgia
DB01254,Myositis
DB01254,Nausea
DB01254,Nervous_system_disorder
DB01254,Neuropathy
DB01254,Neutropenia
DB01254,Pain
DB01254,Palpitations
DB01254,Pericardial_effusion
DB01254,Peripheral_neuropathy
DB01254,Pleural_effusion_disorder
DB01254,Pneumonia
DB01254,Pruritus
DB01254,Pulmonary_edema
DB01254,Pulmonary_embolism
DB01254,Pulmonary_hypertension
DB01254,Pure_red-cell_aplasia
DB01254,Respiratory_distress_syndrome%2C_adult
DB01254,Rhabdomyolysis
DB01254,Sensory_discomfort
DB01254,Sepsis
DB01254,Shock
DB01254,Spasm
DB01254,Syncope
DB01254,Tachycardia
DB01254,Temperature_intolerance
DB01254,Tendinitis
DB01254,Thrombocytopenia
DB01254,Thrombophlebitis
DB01254,Thrombosis
DB01254,Tinnitus
DB01254,Tremor
DB01254,Unconscious_state
DB01254,Vascular_diseases
DB01254,Vertigo
DB01254,Vomiting
DB01254,Weight_decreased
DB01254,Weight_gain
DB01255,Abnormal_digestive_tract_function
DB01255,Acute_coronary_syndrome
DB01255,Aggressive_behavior
DB01255,Agitation
DB01255,Anaphylaxis
DB01255,Angioedema
DB01255,Anorexia
DB01255,Anxiety
DB01255,Asthenia
DB01255,Blurred_vision
DB01255,Bruxism
DB01255,Cardiac_disease
DB01255,Cardiomyopathies
DB01255,Cerebrovascular_accident
DB01255,Constipation
DB01255,Decrease_in_appetite
DB01255,Dermatitis
DB01255,Dermatologic_disorders
DB01255,Diarrhea
DB01255,Diplopia
DB01255,Disorder_of_eye
DB01255,Dizziness
DB01255,Dyskinetic_syndrome
DB01255,Dyspepsia
DB01255,Dysphoric_mood
DB01255,Dyspnea
DB01255,Erectile_dysfunction
DB01255,Erythema_multiforme
DB01255,Euphoric_mood
DB01255,Exanthema
DB01255,Fatigue
DB01255,Feeling_jittery
DB01255,Fever
DB01255,Gastrointestinal_diseases
DB01255,Gilles_de_la_tourette_syndrome
DB01255,Hallucinations
DB01255,Headache
DB01255,Hepatitis
DB01255,Hepatobiliary_disease
DB01255,Hyperhidrosis_disorder
DB01255,Hypersensitivity
DB01255,Immune_system_diseases
DB01255,Increase_in_blood_pressure
DB01255,Irritable_mood
DB01255,Labile_affect
DB01255,Logorrhea
DB01255,Malnutrition
DB01255,Manic
DB01255,Mediastinal_diseases
DB01255,Mental_depression
DB01255,Mental_disorders
DB01255,Mydriasis
DB01255,Myocardial_infarction
DB01255,Nausea
DB01255,Nervous_system_disorder
DB01255,Nervousness
DB01255,Palpitations
DB01255,Psychotic_disorders
DB01255,Psychotic_episodes
DB01255,Seizures
DB01255,Skin-picking
DB01255,Skin_and_subcutaneous_tissue_disorders
DB01255,Sleeplessness
DB01255,Somnolence
DB01255,Stevens-johnson_syndrome
DB01255,Sudden_death
DB01255,Tachycardia
DB01255,Toxic_epidermal_necrolysis
DB01255,Tremor
DB01255,Upper_abdominal_pain
DB01255,Urticaria
DB01255,Vomiting
DB01255,Weight_decreased
DB01255,Xerostomia
DB01256,Angioedema
DB01256,Application_site_burn
DB01256,Application_site_irritation
DB01256,Application_site_pain
DB01256,Application_site_paraesthesia
DB01256,Application_site_pruritus
DB01256,Diarrhea
DB01256,Eczema
DB01256,Fever
DB01256,Headache
DB01256,Hypersensitivity
DB01256,Immune_system_diseases
DB01256,Nasopharyngitis
DB01256,Nausea
DB01256,Pruritus
DB01259,Abdominal_pain
DB01259,Alanine_aminotransferase_increased
DB01259,Alopecia
DB01259,Anaphylaxis
DB01259,Anemia
DB01259,Anorexia
DB01259,Arthralgia
DB01259,Asthenia
DB01259,Back_pain
DB01259,Constipation
DB01259,Coughing
DB01259,Decrease_in_appetite
DB01259,Dehydration
DB01259,Dermatitis
DB01259,Dermatitis_acneiform
DB01259,Dermatologic_disorders
DB01259,Diarrhea
DB01259,Dry_skin
DB01259,Dyspepsia
DB01259,Dyspnea
DB01259,Ejection_fraction_decreased
DB01259,Epistaxis
DB01259,Exanthema
DB01259,Fatigue
DB01259,Gastrointestinal_pain
DB01259,Headache
DB01259,Hemoglobin_low
DB01259,Hepatotoxicity
DB01259,Hot_flushes
DB01259,Hyperbilirubinemia
DB01259,Hypersensitivity
DB01259,Immune_system_diseases
DB01259,Inflammatory_disease_of_mucous_membrane
DB01259,Left_ventricular_ejection_fraction_decreased
DB01259,Leukopenia
DB01259,Lung_diseases%2C_interstitial
DB01259,Menopausal_symptom
DB01259,Musculoskeletal_discomfort
DB01259,Myalgia
DB01259,Nail_diseases
DB01259,Nausea
DB01259,Neutropenia
DB01259,Pain_in_limb
DB01259,Paronychia_inflammation
DB01259,Peripheral_neuropathy
DB01259,Pneumonia
DB01259,Pruritus
DB01259,Sensory_neuropathy
DB01259,Skin_and_subcutaneous_tissue_disorders
DB01259,Sleeplessness
DB01259,Stomatitis
DB01259,Vomiting
DB01260,Application_site_atrophy
DB01260,Application_site_burn
DB01260,Application_site_erythema
DB01260,Application_site_irritation
DB01260,Application_site_pain
DB01260,Application_site_rash
DB01260,Application_site_reaction
DB01260,Asthma
DB01260,Atrophic
DB01260,Communicable_diseases
DB01260,Contact_dermatitis
DB01260,Coughing
DB01260,Dermatologic_disorders
DB01260,Facial_swelling_%28finding%29
DB01260,Headache
DB01260,Hyperglycemia
DB01260,Increase_in_blood_pressure
DB01260,Infestation
DB01260,Irritable_mood
DB01260,Linear_atrophy
DB01260,Mediastinal_diseases
DB01260,Mental_disorders
DB01260,Nervous_system_disorder
DB01260,Parasite_infestation
DB01260,Pharyngitis
DB01260,Skin_and_subcutaneous_tissue_disorders
DB01260,Streptococcal_sore_throat
DB01260,Telangiectasis
DB01260,Upper_respiratory_infections
DB01260,Virus_diseases
DB01261,Acute_pancreatitis
DB01261,Anaphylaxis
DB01261,Angioedema
DB01261,Arthralgia
DB01261,Back_pain
DB01261,Blood_glucose_decreased
DB01261,Communicable_diseases
DB01261,Connective_tissue_diseases
DB01261,Constipation
DB01261,Degenerative_polyarthritis
DB01261,Dermatitis
DB01261,Dermatologic_disorders
DB01261,Diarrhea
DB01261,Dizziness
DB01261,Erythema_multiforme
DB01261,Exanthema
DB01261,Flatulence
DB01261,Gastrointestinal_diseases
DB01261,Headache
DB01261,Hypersensitivity
DB01261,Hypoglycemia
DB01261,Immune_system_diseases
DB01261,Infestation
DB01261,Influenza
DB01261,Kidney_failure
DB01261,Kidney_failure%2C_acute
DB01261,Malnutrition
DB01261,Mediastinal_diseases
DB01261,Musculoskeletal_discomfort
DB01261,Myalgia
DB01261,Nasopharyngitis
DB01261,Nausea
DB01261,Nervous_system_disorder
DB01261,Pain_in_limb
DB01261,Pancreatitis
DB01261,Pancreatitis%2C_acute_necrotizing
DB01261,Parasite_infestation
DB01261,Peripheral_edema
DB01261,Renal_insufficiency
DB01261,Skin_and_subcutaneous_tissue_disorders
DB01261,Somnolence
DB01261,Stevens-johnson_syndrome
DB01261,Upper_abdominal_pain
DB01261,Upper_respiratory_infections
DB01261,Urethral_diseases
DB01261,Urologic_diseases
DB01261,Urticaria
DB01261,Vasculitis_of_the_skin
DB01261,Vomiting
DB01261,Xerostomia
DB01262,Abdomen_distended
DB01262,Abdominal_pain
DB01262,Abnormal_breath_sounds
DB01262,Abrasion
DB01262,Alopecia
DB01262,Anemia
DB01262,Anorexia
DB01262,Anxiety
DB01262,Arthralgia
DB01262,Ascites
DB01262,Aspartate_aminotransferase_increased
DB01262,Asthenia
DB01262,Back_pain
DB01262,Bacteremia
DB01262,Blood_albumin_decreased
DB01262,Blood_alkaline_phosphatase_increased
DB01262,Blood_bicarbonate_increased
DB01262,Blood_bicarbonate_level_decreased_below_normal
DB01262,Blood_bilirubin_decreased
DB01262,Blood_chloride_decreased
DB01262,Blood_lactate_dehydrogenase_increased
DB01262,Blood_urea_increased
DB01262,Blurred_vision
DB01262,Bone_pain
DB01262,Candidiasis
DB01262,Catheter_related_infection
DB01262,Catheter_site_erythema
DB01262,Catheter_site_pain
DB01262,Cellulitis
DB01262,Cheilitis
DB01262,Cheilodynia
DB01262,Chest_discomfort
DB01262,Chest_pain
DB01262,Chest_wall_pain
DB01262,Chills
DB01262,Confusion
DB01262,Congestion_of_nasal_sinus
DB01262,Congestive_heart_failure
DB01262,Constipation
DB01262,Contusions
DB01262,Coughing
DB01262,Decrease_in_appetite
DB01262,Decreased_breath_sounds
DB01262,Deglutition_disorders
DB01262,Dehydration
DB01262,Dental_abscess
DB01262,Dermatitis
DB01262,Device_related_infection
DB01262,Diarrhea
DB01262,Disorder_of_oral_soft_tissues
DB01262,Dizziness
DB01262,Dry_skin
DB01262,Dyspepsia
DB01262,Dyspnea
DB01262,Dysuria
DB01262,Earache
DB01262,Ecchymosis
DB01262,Edema
DB01262,Epistaxis
DB01262,Erythema
DB01262,Exanthema
DB01262,Excoriation
DB01262,Facial_swelling_%28finding%29
DB01262,Fatigue
DB01262,Febrile_neutropenia
DB01262,Feeling_abnormal
DB01262,Fever
DB01262,Gastroesophageal_reflux_disease
DB01262,Gastrointestinal_pain
DB01262,Gingival_hemorrhage
DB01262,Glossalgia
DB01262,Headache
DB01262,Heart_murmur
DB01262,Hematoma
DB01262,Hemoglobin_measurement
DB01262,Hemorrhage
DB01262,Hemorrhoids
DB01262,Hyperbilirubinemia
DB01262,Hyperglycemia
DB01262,Hyperkalemia
DB01262,Hypertensive_disease
DB01262,Hypesthesia
DB01262,Hypoalbuminemia
DB01262,Hypokalemia
DB01262,Hypomagnesemia
DB01262,Hyponatremia
DB01262,Hypotension
DB01262,Hypoxia
DB01262,Ill-defined_disease
DB01262,Increased_bilirubin_level_%28finding%29
DB01262,Increased_frequency_of_micturition
DB01262,Inflammatory_disease_of_mucous_membrane
DB01262,Injection_site_edema
DB01262,Intermittent_fever
DB01262,Larynx_pain
DB01262,Lethargy
DB01262,Leukopenia
DB01262,Lip_ulcer_%28disorder%29
DB01262,Loose_stool
DB01262,Lymphadenopathy
DB01262,Malaise
DB01262,Mental_depression
DB01262,Mouth_diseases
DB01262,Muscle_weakness
DB01262,Musculoskeletal_chest_pain
DB01262,Musculoskeletal_discomfort
DB01262,Musculoskeletal_pain
DB01262,Myalgia
DB01262,Nausea
DB01262,Neutropenia
DB01262,Night_sweats
DB01262,Oral_candidiasis
DB01262,Oral_hemorrhage
DB01262,Oral_mucosal_petechiae
DB01262,Oral_pain
DB01262,Pain
DB01262,Pain_in_limb
DB01262,Pallor
DB01262,Pancytopenia
DB01262,Peripheral_edema
DB01262,Petechiae
DB01262,Pharyngitis
DB01262,Pharyngolaryngeal_pain
DB01262,Pleural_effusion_disorder
DB01262,Pneumonia
DB01262,Posterior_rhinorrhea
DB01262,Protein_total_decreased
DB01262,Pruritus
DB01262,Pulmonary_edema
DB01262,Rales
DB01262,Rigor_-_temperature-associated_observation
DB01262,Sensory_discomfort
DB01262,Sinusitis
DB01262,Skin_lesion
DB01262,Sleeplessness
DB01262,Sore_to_touch
DB01262,Spasm
DB01262,Staphylococcal_infections
DB01262,Staphylococcal_sepsis
DB01262,Stomatitis
DB01262,Sweet_syndrome
DB01262,Tachycardia
DB01262,Thrombocytopenia
DB01262,Thrombocytosis
DB01262,Toothache
DB01262,Transfusion_reaction
DB01262,Ulcer_on_tongue
DB01262,Upper-airway_cough_syndrome
DB01262,Upper_abdominal_pain
DB01262,Upper_respiratory_infections
DB01262,Urinary_tract_infection
DB01262,Urticaria
DB01262,Vomiting
DB01262,Weight_decreased
DB01263,Abdominal_pain
DB01263,Acquired_immunodeficiency_syndrome
DB01263,Alkaline_phosphatase_raised
DB01263,Anemia
DB01263,Anorexia
DB01263,Aspartate_aminotransferase_increased
DB01263,Asthenia
DB01263,Autoimmune_diseases
DB01263,Blood_alkaline_phosphatase_increased
DB01263,Blood_and_lymphatic_system_disorders
DB01263,Blood_creatinine_increased
DB01263,Candidiasis
DB01263,Chills
DB01263,Coughing
DB01263,Decrease_in_appetite
DB01263,Dehydration
DB01263,Dermatitis
DB01263,Dermatologic_disorders
DB01263,Diarrhea
DB01263,Dyspnea
DB01263,Elevated_liver_enzymes
DB01263,Exanthema
DB01263,Fatigue
DB01263,Fever
DB01263,Gamma-glutamyltransferase_increased
DB01263,Gastrointestinal_pain
DB01263,Headache
DB01263,Herpes_simplex_infections
DB01263,Hyperbilirubinemia
DB01263,Hyperhidrosis_disorder
DB01263,Hypokalemia
DB01263,Increased_sweating
DB01263,Malnutrition
DB01263,Nausea
DB01263,Neutropenia
DB01263,Pain
DB01263,Pneumonia
DB01263,Rigor_-_temperature-associated_observation
DB01263,Skin_and_subcutaneous_tissue_disorders
DB01263,Sleeplessness
DB01263,Urethral_diseases
DB01263,Urologic_diseases
DB01263,Vomiting
DB01263,Weight_decreased
DB01264,Abdomen_distended
DB01264,Abdominal_pain
DB01264,Acute_coronary_syndrome
DB01264,Acute_generalized_exanthematous_pustulosis
DB01264,Acute_myocardial_infarction
DB01264,Amylase_increased
DB01264,Angina_pectoris
DB01264,Anorexia
DB01264,Asthenia
DB01264,Blood_amylase_increased
DB01264,Blood_creatinine_decreased
DB01264,Blood_creatinine_increased
DB01264,Blood_thyroid_stimulating_hormone_increased
DB01264,Blood_triglycerides_increased
DB01264,Blood_urate_raised
DB01264,Confusion
DB01264,Constipation
DB01264,Creatinine_low
DB01264,Decrease_in_appetite
DB01264,Dermatitis
DB01264,Diabetes_mellitus
DB01264,Diarrhea
DB01264,Disorientation
DB01264,Dizziness
DB01264,Drug_eruptions
DB01264,Dyspepsia
DB01264,Dysuria
DB01264,Eosinophilia
DB01264,Erectile_dysfunction
DB01264,Exanthema
DB01264,Fatigue
DB01264,Feeling_abnormal
DB01264,Flatulence
DB01264,Flushing
DB01264,Gamma-glutamyltransferase_increased
DB01264,Gastrointestinal_pain
DB01264,Gynecomastia
DB01264,Headache
DB01264,Herpes_simplex_infections
DB01264,Hyperbilirubinemia
DB01264,Hyperglycemia
DB01264,Hypernatremia
DB01264,Hypersensitivity
DB01264,Hypertensive_disease
DB01264,Hypertriglyceridemia
DB01264,Hyperuricemia
DB01264,Hypoalbuminemia
DB01264,Hypocalcemia
DB01264,Hypoglycemia
DB01264,Hyponatremia
DB01264,Hypothyroidism
DB01264,Increased_frequency_of_micturition
DB01264,Kidney_failure
DB01264,Kidney_failure%2C_acute
DB01264,Myocardial_infarction
DB01264,Nausea
DB01264,Nephrolithiasis
DB01264,Nocturia
DB01264,Palpitations
DB01264,Protein_urine_present
DB01264,Proteinuria
DB01264,Pruritus
DB01264,Rhabdomyolysis
DB01264,Sinus_bradycardia
DB01264,Sleeplessness
DB01264,Tachycardia
DB01264,Toxic_epidermal_necrolysis
DB01264,Vertigo
DB01264,Vomiting
DB01267,Abdominal_discomfort
DB01267,Abdominal_pain
DB01267,Aggressive_behavior
DB01267,Agitation
DB01267,Agranulocytosis
DB01267,Akathisia
DB01267,Alanine_aminotransferase_increased
DB01267,Alopecia
DB01267,Amenorrhea
DB01267,Anaphylaxis
DB01267,Angioedema
DB01267,Anxiety
DB01267,Arthralgia
DB01267,Asthenia
DB01267,Atrial_fibrillation
DB01267,Atrioventricular_block
DB01267,Back_pain
DB01267,Blood_and_lymphatic_system_disorders
DB01267,Blood_creatine_phosphokinase_increased
DB01267,Blood_triglycerides_increased
DB01267,Blurred_vision
DB01267,Bradycardia
DB01267,Breast_diseases
DB01267,Bronchitis
DB01267,Bundle-branch_block
DB01267,Cardiac_disease
DB01267,Connective_tissue_diseases
DB01267,Constipation
DB01267,Corrected_prolonged_qt_interval_by_ecg_finding
DB01267,Coughing
DB01267,Decrease_in_appetite
DB01267,Deep_vein_thrombosis
DB01267,Degenerative_polyarthritis
DB01267,Dermatologic_disorders
DB01267,Diabetes_mellitus
DB01267,Diabetic_ketoacidosis
DB01267,Diarrhea
DB01267,Disorder_of_eye
DB01267,Dizziness
DB01267,Dryness_of_eye
DB01267,Dysarthria
DB01267,Dysgeusia
DB01267,Dyskinetic_syndrome
DB01267,Dyspepsia
DB01267,Edema
DB01267,Ekg:_t_wave_abnormal
DB01267,Electrocardiogram_abnormal
DB01267,Endocrine_system_diseases
DB01267,Epistaxis
DB01267,Extrapyramidal_disorders
DB01267,Extrapyramidal_sign
DB01267,Fatigue
DB01267,Feeling_suicidal_%28finding%29
DB01267,Fever
DB01267,First_degree_atrioventricular_block
DB01267,Floppy_iris_syndrome
DB01267,Galactorrhea_not_associated_with_childbirth
DB01267,Gastrointestinal_diseases
DB01267,Gastrointestinal_pain
DB01267,Gynecomastia
DB01267,Headache
DB01267,Hepatobiliary_disease
DB01267,Hyperactive_behavior
DB01267,Hypoglycemia
DB01267,Hypotension
DB01267,Hypotension%2C_orthostatic
DB01267,Hypothermia%2C_natural
DB01267,Hypothermia_due_to_exposure
DB01267,Icterus
DB01267,Ileus
DB01267,Inappropriate_adh_syndrome
DB01267,Increase_in_blood_pressure
DB01267,Increased_appetite_%28finding%29
DB01267,Increased_insulin_level
DB01267,Insulin_c-peptide_increased
DB01267,Inverted_t_wave
DB01267,Ischemia
DB01267,Larynx_pain
DB01267,Lethargy
DB01267,Malnutrition
DB01267,Manic
DB01267,Mediastinal_diseases
DB01267,Mental_depression
DB01267,Mental_disorders
DB01267,Muscle_hypertonia
DB01267,Muscle_rigidity
DB01267,Musculoskeletal_discomfort
DB01267,Musculoskeletal_pain
DB01267,Myalgia
DB01267,Nasal_congestion_%28finding%29
DB01267,Nasopharyngitis
DB01267,Nausea
DB01267,Neck_pain
DB01267,Neonatal_abstinence_syndrome
DB01267,Nervous_system_disorder
DB01267,Nightmares
DB01267,Oculogyration
